0,fb_username,ig_username,brand,cat_1,cat_2,cat_3,cat_4,country,brandID,fb_likes,fb_followers,fb_posts_num,fb_avg_comments_num,fb_avg_likes_num,fb_avg_shares_num,ig_followings,ig_followers,ig_posts,ig_posts_num,ig_avg_comments_num,ig_avg_likes_num,fb_likes_growth,fb_followers_growth,fb_avg_comments_num_growth,fb_avg_likes_num_growth,fb_avg_shares_num_growth,ig_followers_growth,ig_avg_comments_num_growth,ig_avg_likes_num_growth
21,Thomas,,THOMAS EYCK,Décor,Design,Tableware,M&O Paris Sep 2018,,22,953.708636253549,1014.64621055518,2.97457986243857,1,16.5022709176281,3,,,,,,,0.023571066500115,0.056181933891115,0,-0.054378503177083,0.000430336136054,,,
22,,selecthome,SELECT HOME ACCESSORIES,Home,Accessories,Handmade,M&O Paris Sep 2018,,23,,,,,,,1.08583089389729,12468.1884602815,233.977655932139,-1.94746565775845,3.64880724054754,132.665054768123,,,,,,4.84906277245353,0.043819762043113,0.809224275457808
23,kizingokids,kizingokids,Kizingo,Kids,Feeding,Parenting,,,24,1613.71741667568,1695.7159855818,,,,,2680.81775080885,7170.93752593443,1447.60464585325,62.3075573875612,3.58356298443578,22.3221519629582,-0.15395260644599,-0.146249808703057,,,,2.73333831656743,0.008195587337426,0.052047419244388
24,,lovi_finland,LOVI,Wooden,Design,Décor,M&O Paris Sep 2018,,25,,,,,,,603.930465781041,8227.94039282692,247.924839463036,16.2031448974364,11.9937168941393,370.524947184551,,,,,,12.6057230798584,0.053883336787085,0.840581789889114
25,nauclothingjapan,,nau,Clothing,Accessories,Glamping,,,26,31554.1274324616,31563.1272338319,,,,,,,,,,,-1.31005652411026,-1.31005647540152,,,,,,
26,Onway,,onway,Design,Stool,Glamping,,,27,997.926940301924,1117.03522335282,1.63230755840309,,14.4755695556714,0.994319487276241,,,,,,,0.334794594816584,0.356462710852196,,-0.078578061021674,-0.00160672706713,,,
27,Esbit,,Esbit,Lifestyle,Glamping,Cookware,,,28,7091.47559109479,7225.81555573438,20.0991760270777,5.88261232221023,19.841190143832,0.959418103968799,,,,,,,1.04887046070799,1.11797640119228,0.023106588246567,-0.016847844153015,-0.003389389996374,,,
28,uniflametw,,Uniflame,Lifestyle,Glamping,,,,29,3780.31709313623,3882.24539655924,16.6401822194756,3.28452365680557,39.880071631355,1.38513264701862,,,,,,,1.57796281427319,1.64054737062693,-0.020086314528273,-0.256968616883535,0.000101611008101,,,
29,ujamstore,,Ujam Global Trading Limited,Lifestyle,Health,,,,30,317.772176830945,323.826225982014,,,,,,,,,,,-0.121319098073234,-0.092130197490773,,,,,,
30,,kinetic_sculpture_didierlegros,DIDIER LEGROS,Tech,Décor,Art,M&O Paris Sep 2018,,31,,,,,,,-734.255978723746,5267.31037425044,52.8686869948029,,,,,,,,,-0.593842601629436,,
31,CultiMilano,culti_milano,CULTI MILANO,Home,Fragrance,Lifestyle,M&O Paris Sep 2018,,32,25583.6670409999,25778.656859733,19.2986131487934,1,18.114357286851,1.67793119819274,-287.373000058782,13379.6927645213,801.39081817798,23.0665534563349,1.06213610851431,135.807480944206,0.302186182564969,0.459030656676634,0,-0.093701375281123,-0.0039041577401,14.8539737109679,0.007220816429027,0.170215669244907
32,CHRITIFF,,CHRITIFF,Fashion,Lifestyle,Scarves,,,33,1296.69299787359,1294.69015895073,,,,,,,,,,,-0.224586328001366,-0.224586328001366,,,,,,
33,masduroseau,,MAS DU ROSEAU EN PROVENCE,Décor,Design,Lifestyle,M&O Paris Sep 2018,,34,3383.64167173411,3510.04657861781,2.62519348795811,,9.24961399720221,2.50929829870521,,,,,,,1.19747880891386,1.31732260888691,,-0.079713454877312,0.001073979313377,,,
34,,sokpsul,SOKPSUL,Accessories,Bags,Pillows,M&O Paris Sep 2018,,35,,,,,,,3802.74920156463,-26.6232159129922,55.2185322332388,1,-0.015927094054323,25.9105275192824,,,,,,-3.01374813085467,-0.020172928170628,0.107382722797723
35,NODATE,,NODATE mug,Mugs,Design,Glamping,,,36,2711.46246046674,2718.59306121958,,,,,,,,,,,-0.139488874278571,-0.123502061056891,,,,,,
36,forge,,FORGE DE LAGUIOLE,Design,Lifestyle,Kitchen,M&O Paris Sep 2018,,37,4430.16772715223,4591.97382732565,18.9589252440349,4.21525614461755,65.9837540429037,7.22037469733331,,,,,,,1.28416563298881,1.43797350031439,0.004186597308857,0.047314750497927,-0.018752570573149,,,
37,3M,3M,3M,Tech,Gadget,Glamping,,,38,4716411.93666058,4724557.54407545,,,,,388.749472080995,142188.124968972,777.520082373108,16.3291695536435,18.6605243064419,1054.9828817073,202.665825647322,208.01324479366,,,,122.008103533893,0.078322052496512,1.79870202282611
38,WillownOak,willownoak,Willow N Oak,Kids,Toy,Siblings,,,39,1153.20743576463,1161.89602822048,26.3442376763296,-1.99023535089334,2.8826554214848,3.65632900447175,2371.58413699587,20880.1334006851,670.170088391112,40.1624150947103,3.73923741243792,75.723864550478,0.085650296637661,0.062165347051454,-0.067734683068641,-0.016898167703256,0.017120671575207,48.9453707569739,-0.059550057249371,0.200911891303775
39,gautierstudiodeco,gautierstudio,Gautier Studio,Kids,Toy,Home,,,40,6388.28748709486,6431.01647007133,8.13090849346586,7.69236013363393,-50.6584596073792,3.23742073610709,944.476631235422,7059.30709935499,269.840631613933,49.6590226922228,0.332132796097911,2.19507817410504,1.07444566098652,1.15434528793948,0.078853280205485,-0.857227505234396,0.012390879866263,0.355873255843684,-0.006731379057652,-0.19392264818007
40,,tellmemoregbg,TELL ME MORE,Décor,Home,Candles,M&O Paris Sep 2018,,41,,,,,,,550.317511164444,27264.7495531434,986.224188151913,31.8077390904536,11.7395284091816,533.79074943417,,,,,,9.46971344529873,0.043085758190617,0.390032885288467
41,,inhabitantjp,inhabitant,Clothing,Bags,Glamping,,,42,,,,,,,5,667.690996449454,686,,,,,,,,,-0.085392279936754,,
42,,made_by_cora,Made by Cora,Kids,Toy,Siblings,,,43,,,,,,,706.939116338896,1287.00074903222,296.993580487875,5.14549423101722,6.60940854251591,226.974927405229,,,,,,0.312010131367309,-0.043542158094139,0.380034357518607
43,,thingsremembered,Things Remembered,Lifestyle,Bottles Aug,Gifts,,,44,,,,,,,1922.03260115889,18824.9162702755,1805.71491758676,61.8592208252712,2.06988660759728,65.5349680848377,,,,,,3.19306603988419,-0.019452927716396,0.032634716867502
44,MUSEDESIGNCOMPANYLIMITED,,MUSE DESIGN,Décor,Accessories,Furniture,M&O Paris Sep 2018,,45,8971.8162399096,8874.45638991713,,,,,,,,,,,-1.97085682859665,-1.9474507548818,,,,,,
45,TwoToneStudiosGlass,twotonestudiosglass,Two Stone Studio,Lifestyle,Bottles Aug,Glassware,,,46,1505.90885365083,1590.69742213913,0.849560286477695,2,57.5913040740544,1,886.076473610203,5543.48457968734,191.105536590408,26.4114259663266,8.27164248387121,378.982029701539,0.507402331291679,0.542742957786765,-0.007922897803881,0.164745095680069,-2.25E-21,7.62153206031545,-0.083715914939673,-0.049587069355117
46,Mora,,MORA DESIGN,Décor,Design,Creative,M&O Paris Sep 2018,,47,99,97,,,,,,,,,,,-2.03E-20,4.89E-08,,,,,,
47,,fokobu,FOKOBU,Décor,Design,Innovation,M&O Paris Sep 2018,,48,,,,,,,1162.92292433111,644.079607712657,93.5203807576324,23.174112863281,1.10855227313277,53.5658564542404,,,,,,2.64860669287171,-8.14E-05,0.147157086035427
48,L,,LEO ATLANTE,Accessories,Scarves,Lifestyle,M&O Paris Sep 2018,,49,1222.02655836202,1299.35464876652,,,,,,,,,,,0.047867465871602,0.059721269935467,,,,,,
49,,silviakceramics,Silviakceramics,Lifestyle,Bottles Aug,Design,,,50,,,,,,,557.471165198914,4462.29099818755,266.74327114702,17.9924102572579,4.91026157838897,188.499787713288,,,,,,5.76338463933205,-0.015820870567577,-0.071150918437846
50,LesJouetsLibres,lesjouetslibres,LES JOUETS LIBRES,Toy,Game,Creative,M&O Paris Sep 2018,,51,4829.14886482206,5212.04832856252,,,,,388.446268093884,2686.60323605107,341.055713496294,17.56575143447,7.5260170236042,40.0699406778936,-0.441350650430114,-0.402340075608025,,,,0.946856679386371,0.047796357508052,0.061223404851053
51,AnonymCraftsmanDesign,anonymcraftsmandesign,ANONYM CRAFTSMAN DESIGN,Bags,Fashion,Glamping,,,52,1894.9212280692,1897.94712445208,27.300125658697,,2.12299865905344,,232.34099129845,1615.98814726908,634.704645557136,28.7906418090531,0.080628881792632,19.7162836340153,-0.002122362957375,0.005483723129022,,0.003006059357166,,0.908826790189438,-0.000213250278205,-0.001406489199403
52,vvrapworkshop,,VV Rap,Kids,Design,Fashion,,,53,1266.25297221899,1258.28328637009,,,,,,,,,,,-0.211820957964424,-0.200536771007478,,,,,,
53,carapauportugueseproducts,carapaupp,CARAPAU PORTUGUESE PRODUCTS,Toy,Kids,Cushions,M&O Paris Sep 2018,,54,2281.41014654273,2330.79443456493,,,,,1006.33680941967,1913.26840924083,248.733441399546,10.9096900535965,1.89438451827225,116.227986276597,0.250336955669316,0.246814875008717,,,,1.83024157006472,-0.023229165843928,0.108725869170581
54,Pinettihandmadeinitaly,,PINETTI,Design,Home,Accessories,M&O Paris Sep 2018,,55,3271.78210391102,3385.38504362341,5.73581617054003,,20.393986833854,3.75219856142805,,,,,,,0.206540829296595,0.25527349831664,,-0.042412490915701,0.008368490329905,,,
55,cocokara,,極SONS (COCOPAN),Family,Home,Glamping,,,56,626.010989623405,613.014535308901,,,,,,,,,,,0.050852328755497,0.050802930486572,,,,,,
56,tarapokyworks,,Tara Poky Works,Lifestyle,Glamping,Outdoor,,,57,3553.32262119346,3681.03079884923,-3.89123105467071,19.1328305675313,140.235289128934,1,,,,,,,0.561354972572455,0.652954233435789,0.095672397239573,0.541462966465264,-6.88E-05,,,
57,opossumdesign,opossumdesign,OPOSSUM DESIGN,Furniture,Design,Accessories,M&O Paris Sep 2018,,58,29.9564167250245,35.9692831025631,,,,,15.9427814992007,55.1893814335052,38,,,,0.013388963522363,0.013389041520241,,,,0.093790883328191,,
58,wittidesign,wittidesign,Witti Design,Lifestyle,Tech,Gadget,Sino Project,,59,10545.3772673156,10518.9831448908,1,,,1.33085501858736,511.594201686516,2026.82921794127,322,3.109375,0,12.44140625,-1.40142565999962,-1.34632223880727,,,-0.003650128794732,-0.502704518425719,-1.56E-05,-0.041778400056921
59,podevache,podevache,PÔDEVACHE,Home,Décor,Design,M&O Paris Sep 2018,,60,2161.29862888886,2297.16466533278,14.5121455021318,5.70193696188016,39.1943039494989,7.24823461639032,1458.03932947016,4936.69159773245,238.608307750209,7.99460138265154,12.4600008897307,137.429815662625,1.54878614933835,1.71462178453342,0.017566548037524,0.058202154856117,0.027982172290477,5.3935666277562,0.052187817879278,0.011362993816183
60,Didymos,didymos_babywearing,Didymos,Kids,Design,Siblings,,,61,106801.769634392,105400.027215556,72.4473870919506,63.5970679378747,73.7777921747091,9.02585946641095,1135.32534116713,38237.7408684366,2979.98382755327,111.209544798045,21.7391379726465,231.624970232112,10.4746377597927,14.5622922676628,-3.23286661503963,-1.51540649486357,-0.078695964186483,23.7970981887304,-0.73802395237927,0.316431854635206
61,Lacorne,,LACORNE DECORATION,Décor,Art,Paintings,M&O Paris Sep 2018,,62,111.225942288032,123.398884176633,,,,,,,,,,,0.038537215199797,0.085601855960436,,,,,,
62,pamplemoussepeluches,pamplemousse_peluches,PAMPLEMOUSSE PELUCHES,Kids,Toy,Handmade,M&O Paris Sep 2018,,63,856.859350357784,903.684086371024,,,,,743.970183437307,2193.4371802197,68.3373755426366,29.0312816624749,0.012898323782439,40.3431989263725,0.56658512627945,0.647807449027053,,,,0.597000053904437,-0.011097724668362,-0.065603621855271
63,WILDTHINGSJAPAN,wildthings_jp,WILDTHINGS,Lifestyle,Accessories,Glamping,,,64,473.124162447615,522.724879433487,7.85967176056828,,7.54126892497022,,9.27465815982689,10332.8118785048,257.478810720098,4.19650568710439,0.714409608900373,219.555851489555,0.830632043085949,0.905623082786524,,0.012388900447534,,15.3016960595876,-0.000573925064958,0.626776904036869
64,monoraloutdoor,,MONORAL,Lifestyle,Accessories,Glamping,,,65,845.79266939906,921.875088127304,1.57910169495104,3.29503553027202,14.1552019089994,2.00787401574803,,,,,,,0.221520118894257,0.258085722373474,-0.004797159760804,-0.076475836652885,0.007729878204297,,,
65,COTTYBAG,,COTTYBAG,Sports,Bags,Glamping,,,66,94,96,,,,,,,,,,,6.09E-05,6.09E-05,,,,,,
66,ZaramellaArgenti,zaramellaargenti,ZARAMELLA ARGENTI,Décor,Tableware,Luxury,M&O Paris Sep 2018,,67,761.31515419769,791.525788326602,6.27141490744963,2.2115515129702,3.05439422139977,2.04631546586218,,,,,,,0.010875869058707,0.089645442774002,0.009208384039154,0.010217038399635,-0.002793200995484,,,
67,ohleafsg,ohleafsg,Oh!eaf,Lifestyle,Bottles Aug,Teaware,,,68,436.385753224172,464.01864606405,26.6560491127025,,1.87762984645238,0.999999999999999,588.74513156449,3660.29986306424,1227.5675045472,26.062704846478,1.05152443346353,56.2661354654422,0.155869192945975,0.187500893531653,,0.007214965317198,-3.18E-18,0.814897544679127,-0.007440218684172,-0.061869043276123
68,DakineJapan,,DAKINE,Bags,Travel,Glamping,,,69,4265.54929387755,4106.36542086468,,,,,,,,,,,0.263423350271731,0.325079004308871,,,,,,
69,,nauticbytekna,NAUTIC,Décor,Lighting,Design,M&O Paris Sep 2018,,70,,,,,,,,,,,,,,,,,,,,
70,makkamoniketei,,MAKKAMON,Travel,Bags,Glamping,,,71,165.608913109443,161.607872106003,,,,,,,,,,,0.031648059753575,0.031648059753575,,,,,,
71,soulsmania,,Soulsmania,Fashion,Clothing,Glamping,,,72,1784.35720495431,1767.39946538771,,,,,,,,,,,-0.13653050817002,-0.115696629457877,,,,,,
72,,noodoll,Noodoll,Kids,Design,Siblings,,,73,,,,,,,2114.54156113928,53285.5866495862,2934.9661954671,109.898381883176,-3.83174476660793,292.858771429016,,,,,,1.72584734238819,-0.198168145726507,-0.083900044302736
73,Designbite,,DESIGNBITE,Home,Furniture,Design,M&O Paris Sep 2018,,74,940.107944738738,984.142966900764,5.82426402006902,0.546824783301887,177.666405722965,1.93706248796117,,,,,,,0.240036966841468,0.233674822971333,-0.020790988121387,1.46129558268608,0.008186285103029,,,
74,kidsdepot,kidsdepot,KIDSDEPOT,Kids,Décor,Accessories,M&O Paris Sep 2018,,75,2351.82805979212,2436.40574529696,,,,,6725.95302328889,9640.97103504142,718.858181840221,200.911286730634,1.01203507172492,36.6984630529075,0.797414976571103,0.887991760244778,,,,11.0504636537113,-0.007876247041996,-0.115505844672263
75,TierraZenSL,,TIERRA ZEN,Décor,Design,Lifestyle,M&O Paris Sep 2018,,76,4403.56402132967,4461.90241431113,,,,,,,,,,,0.122576790884274,0.230611637063509,,,,,,
76,ciqitokyo,ciqi_tokyo,Ciqi,Accessories,Design,Eyewear,M&O Paris Sep 2018,,77,701.649476550179,720.510560269784,1,,,,423.273985204386,2301.60546903858,283.260579054107,9.96986939016533,0.014987354196485,71.0853241015898,0.080020394514679,0.109916088539043,,,,3.08317105248563,-0.007178093534745,-0.059311327907612
77,,kidobunkuk,Kid-O-Bunk,Lifestyle,Glamping,Kids,,,78,,,,,,,,,,,,,,,,,,,,
78,nalgene,nalgene,Nalgene,Lifestyle,Bottles Aug,Glamping,,,79,124713.322782058,125347.478394064,104.234214257943,4.44080021257581,94.4388380317479,16.7229600740825,121.997942805036,84512.0862074981,1552.18493614061,90.9859925112379,29.8198369859456,1430.16342571287,75.8009857393389,78.3087682094797,-0.029472029560574,-0.100798906414032,0.046888295721017,61.4227221299887,0.032620952466998,1.07579397074418
79,,kristel_adele,Kristel Adele,Lifestyle,Bottles Aug,Home,,,80,,,,,,,539.8129344633,813.642871510769,440,1,7.0703125,69.59375,,,,,,0.443105893734398,0.006552410793378,-0.161967900711054
80,Matador,,matador,Travel,Bags,Glamping,,,81,47,53,,,,,,,,,,,0.000250412089505,0.000620201958423,,,,,,
81,,siccups,Sic Cups,Lifestyle,Bottles Aug,Sustainability,,,82,,,,,,,1939.2355698834,32452.9181294206,571.417148984243,11.3992931857316,23.3002698208956,322.273134062143,,,,,,1.6718589685543,0.104337165387676,0.533621444511032
82,AWishtoBeginAgain,beginagaintoys,Begin Again Toys,Kids,Toy,Siblings,,,83,4935.67404612399,4933.71174907917,,,,,102.569449074042,1960.2697895592,219,-2.34367811541353,0.384675570629316,13.5611589562565,-0.27174872017346,-0.217337520454027,,,,1.17788805021473,0.016029002484474,0.201094611843379
83,,commonplaceshop,Common Place,Lifestyle,Bottles Aug,Home,,,84,,,,,,,897.2129926013,5306.16939501531,1248.88726383074,20.8318942187887,0.866614980266968,57.3063582236573,,,,,,0.654464359774258,-0.007285829204437,-0.157408547458641
84,proofdrinkware,proofexists,Proof Exists,Lifestyle,Bottles Aug,Sustainability,,,85,354.096751336832,357.087106706113,,,,,576.266336586241,1106.67640330645,153,,,,0.090502808112691,0.090502755586424,,,,-0.106767165723728,,
85,parca,,parca,Sports,Clothing,Glamping,,,86,83,85,,,,,,,,,,,7.54E-08,1.00E-07,,,,,,
86,thecrybabyclub,thecrybabyclub_,The Cry Baby Club,Lifestyle,Bottles Aug,Kids,,,87,2317.18781686716,2357.19114534315,,,,,2059.37122040634,35324.7506470657,2152.87120466478,11.2450343383952,43.0165531316733,331.602018840122,-0.077018692679386,-0.071020142417459,,,,5.4330777165394,0.033818489033516,-1.15260217907432
87,shazoosbali,shazoostoys,Shazoos Toys,Kids,Toy,Siblings,,,88,,,,,,,755.032784127372,1231.727804062,176.006248475022,-2.83480465982853,0.246935603473307,15.454601180154,,,,,,0.093020966485357,-0.008350130491202,0.06252155218793
88,,thisthat,This That,Lifestyle,Bottles Aug,Design,,,89,,,,,,,184.010902002467,663.108520417923,36,,,,,,,,,0.019572444277791,,
89,SY32bySWEETYEARS,sy32bysweetyears,SY32 by SWEET YEARS,Fashion,Clothing,Glamping,,,90,13275.1264076115,13289.959067339,8.57990038436916,1,257.196283744207,3.37935495693977,,,,,,,1.46752395126758,1.68002066571819,-2.16E-21,-0.045365006571631,-0.005870863149868,,,
90,michaelaraminc,michaelaram,MICHAEL ARAM,Design,Décor,Tableware,M&O Paris Sep 2018,,91,34202.3933789181,34951.0249925147,,,,,148.613050953466,61305.1134662579,664.726844702787,70.1750713614528,17.2437594385986,668.985497005045,4.02598705823079,4.63773987090765,,,,38.1892907108443,0.029674543756701,-0.850859405025955
91,Baby,,Baby Nap Cap,Kids,Design,Siblings,,,92,138.002487559635,151.002511029342,,,,,,,,,,,0.007150362922423,0.007150752057404,,,,,,
92,,metalbird,METALBIRD,Décor,Garden,Design,M&O Paris Sep 2018,,93,,,,,,,378.550062897411,1775.84251550026,302.393503735408,26.168626336266,71.2914063123508,93.1801469363685,,,,,,1.08898092810878,-0.063407497019622,0.034425659598847
93,,puckatorfrance,PUCKATOR LTD,Décor,Gifts,Design,M&O Paris Sep 2018,,94,,,,,,,279.289418758612,307.908510696163,396.3703469749,61.3865283999317,-0.024080640778599,4.60958515389131,,,,,,0.164265497223221,0.002808839284829,-0.002470417094442
94,,ironcraft_style,Ironcraft,Travel,Creative,Glamping,,,95,,,,,,,0.063037249283668,62.3438395415473,4.60171919770773,,,,,,,,,-2.83377063077923,,
95,beanplustaiwan,beanplus_coffee,Bean Plus,Lifestyle,Home,Coffee,,,96,541.814340919989,559.820480434658,,,,,690.140648378674,2483.96986860873,265.9598600677,39.7309866446084,2.45727148345809,26.702427846889,0.052216602039243,0.052128987868004,,,,-0.121901873052061,0.006323166240561,0.073364123710462
96,Ramsa5,,ARNAUD SARASIN RAMSA5,Design,Lifestyle,Décor,M&O Paris Sep 2018,,97,87.993784396408,92.9935078652666,,,,,,,,,,,-0.017032956273702,-0.016958431040347,,,,,,
97,commastudio,,Comma,Lifestyle,Kids,Home,,,98,11860.0614543546,12304.2132991915,,,,,,,,,,,2.82041784963544,3.11064666594311,,,,,,
98,,junwatanabe_,JUN WATANABE,Bags,Clothing,Glamping,,,99,,,,,,,554.492128397888,3576.28907934754,479,,,,,,,,,0.048514155846819,,
99,flaska,,Flaska,Lifestyle,Bottles Aug,Design,,,100,5446.92972405105,5486.06618874905,,,,,,,,,,,-0.053615671075493,-0.04245024217594,,,,,,
100,,scopedog236,AND SOX (Under SCOPEDOG236.INC),Accessories,Fashion,Glamping,,,101,,,,,,,46,161.082255478626,79,,,,,,,,,0.011465941039794,,
101,LittleOnesEnnis,littleones,Little Ones,Kids,Toy,Siblings,,,102,10351.3661369886,10432.0436695919,42.7934479223205,-23.9465524579068,5.58087655185586,-8.24852573788433,306.312267894961,12124.1375107147,597.177809401962,59.177179211111,-12.8708078611434,65.9975284244521,0.332154180407356,0.472414052771243,-0.472003305457536,-0.090661467696871,-0.140527973092918,9.17635702029981,-0.3474318547399,-0.209358098574385
102,dovetailpress,dovetailpress,Dovetail,Lifestyle,Kids,Design,,,103,105.971913068323,111.973459863699,,,,,200.96131235941,1193.49234175165,72,,,,0.004990545242438,0.004990619122582,,,,-0.150648727670564,,
103,nobodinoz,nobodinoz,NOBODINOZ,Décor,Home,Toy,M&O Paris Sep 2018,FR,104,81558.5731974419,82769.2047653406,34.8426014357084,-16.4523304702082,5.94741463853159,6.61550676011462,1270.7027883608,135093.257568476,1761.15019861699,89.1687771224585,-12.0315111011979,380.15870786644,15.5563382659394,16.4017238479609,-0.447522355127849,-0.08562428262678,-0.435786962333434,107.686258992153,-0.373437299662172,0.251974833106975
104,ikonkobenhavn,ikonkbh,IKON KØBENHAVN,Furniture,Design,Handmade,M&O Paris Sep 2018,,105,531.45140181206,530.363474404641,21.3558250981686,0.908140707998584,3.43844199699299,,235.57623334308,11883.9068254123,262.789151110568,19.5015040125382,1.58940433232068,307.786204292841,0.062407811807123,0.078264155565237,-0.004600092064478,-0.024306936028393,,16.2896452662397,-0.037815973217514,0.294989353583835
