Unnamed: 0,fb_username,ig_username,brand,cat_1,cat_2,cat_3,cat_4,country,brandID,fb_likes,fb_followers,fb_posts_num,fb_avg_comments_num,fb_avg_likes_num,fb_avg_shares_num,ig_followings,ig_followers,ig_posts,ig_posts_num,ig_avg_comments_num,ig_avg_likes_num,fb_likes_growth,fb_followers_growth,fb_avg_comments_num_growth,fb_avg_likes_num_growth,fb_avg_shares_num_growth,ig_followers_growth,ig_avg_comments_num_growth,ig_avg_likes_num_growth
10,,embravasports,Embrava,Lifestyle,Bottles Aug,Health,,,11,,,,,,,4561.05565323475,6149.25003213042,839.256357457657,76.7733115801689,0.872418874510226,167.454477031896,,,,,,-0.70455472451039,0.001195678409146,0.018914031302325
11,mauntainmania,,Mountain Mania,Sports,Clothing,Glamping,,,12,696.933576200605,692.931670564929,,,,,,,,,,,-0.045965337318592,-0.045965336972913,,,,,,
12,BannorToys,bannortoys,Bannor Toys,Kids,Toy,Siblings,,,13,29266.9310719136,29122.7079925591,83.6152304786535,3.19912724728376,13.7969901962088,4.19711779104963,488.319209410031,170388.498014477,6531.24808931661,228.534752588016,65.1971360408781,385.504583689937,14.0809597982392,14.6498357597556,-0.005221227722399,0.048914143389194,0.006283643322669,76.3385332121874,-0.046620028465835,-0.197430383806103
13,LilCreatures,lilcreatures,Lil' Creatures,Lifestyle,Kids,,,,14,5601.67568233039,5629.23019312014,,,,,2830.40428580384,8292.0314126542,1070.46218995133,31.7489201433389,4.60890405866085,106.710594287781,2.40934534444965,2.56549108931557,,,,2.06129594503562,0.002694416047855,-0.127701307182773
14,ANOQ,anoq,ANOQ,Home,Candles,Décor,M&O Paris Sep 2018,,15,350.003839910209,365.595240110305,6.8384251199664,3.04172171687698,10.7029267926968,2.96989331277784,,,,,,,0.144983493939431,0.200754302540491,-0.011269519686379,0.003045228800804,0.003501783143885,,,
15,,luett_shop,Luett,Kids,Toy,Siblings,,,16,,,,,,,844.336001094293,3070.31716325641,533,,,,,,,,,-1.33277866548217,,
16,,urbanoleecopark,URBUN OLE ECO PARK,Wooden,Design,Glamping,,,17,,,,,,,766.68598573454,522.659726347922,985.598931734062,34.40400527595,0.894135060384128,36.9136192100768,,,,,,0.602917794339567,-0.000118942734565,-0.00456773468405
17,teixidors,,TEIXIDORS,Lifestyle,Scarves,Design,M&O Paris Sep 2018,,18,4299.78374944849,5035.23861355405,,,,,,,,,,,0.28646898505701,0.464325065769011,,,,,,
18,,teapeopleus,Teapeople,Lifestyle,Bottles Aug,Drinkware,,,19,,,,,,,666.586305968944,3841.64662858803,511,3.6530612244898,-15.9795918367347,34.9084671046739,,,,,,1.00702398036331,-0.015911872579431,-0.0690375750721
19,serabeena,,Serabeena,Kids,Educational,Siblings,,,20,168.210010276908,179.260874211279,,,,,,,,,,,0.040679173721016,0.058730423527127,,,,,,
20,domedeco,domedeco,DÔME DECO,Furniture,Home,Design,M&O Paris Sep 2018,,21,18514.955235926,18730.2050015375,,,,,1648.52842726273,11201.3601477715,684.66683743589,42.0685336683872,1.57957938413222,132.193854185972,0.075038957446083,0.925134776546503,,,,8.51482585362303,-0.000320839774859,0.0164399379788
21,Thomas,,THOMAS EYCK,Décor,Design,Tableware,M&O Paris Sep 2018,,22,953.708636253549,1014.64621055518,2.97457986243857,1,16.5022709176281,3,,,,,,,0.037412822029823,0.045465202520511,0,-0.000327276511289,-0.001447843382237,,,
